	HC18_FB_2_ZT10	HC18_FB_2_ZT12	HC18_FB_2_ZT14	HC18_FB_2_ZT16	HC18_FB_2_ZT18	HC18_FB_2_ZT2	HC18_FB_2_ZT20	HC18_FB_2_ZT22	HC18_FB_2_ZT24	HC18_FB_2_ZT4	HC18_FB_2_ZT6	HC18_FB_2_ZT8	HC18_FB_ZT10	HC18_FB_ZT12	HC18_FB_ZT14	HC18_FB_ZT16	HC18_FB_ZT18	HC18_FB_ZT2	HC18_FB_ZT20	HC18_FB_ZT22	HC18_FB_ZT24	HC18_FB_ZT4	HC18_FB_ZT6	HC18_FB_ZT8
FBgn0000043	61.6906	29.0685	24.8294	83.6078	19.9119	18.0632	24.799	53.4617	61.1168	14.2999	33.8061	74.7345	69.7751	90.7397	105.251	71.5676	42.3495	51.9844	51.9844	32.5192	92.7435	36.1669	25.7362	65.3605
FBgn0000044	750.326	1210.55	1233.52	676.231	825.457	1058.86	832.15	690.031	1022.08	716.026	827.182	965.329	962.117	1648.79	1816.42	1479.86	1715.91	1012.76	1012.76	1348.12	1247.28	1992.94	1497.31	2166.9
FBgn0000045	11.60976	44.6887	30.3019	15.39999	14.89831	18.77064	11.45242	12.52647	15.63381	12.03831	17.27487	18.7816	37.03152	25.216091	65.7136	33.74544	50.646	24.75088	24.75088	34.23559	41.08848	45.83487	69.8953	80.0111
FBgn0000046	133.1061	238.0907	220.5601	127.5375	160.5663	208.6746	142.3517	135.1323	191.5919	127.8353	166.5474	165.8595	174.2358	311.3503	373.1305	285.7478	325.5462	195.749	195.749	266.7498	245.6447	423.6486	308.5637	504.5175
FBgn0000047	0.156982	1.243	0.673072	0.329948	1.84223	0.22599	0.964477	0.701639	0.17527	0.709812	0.151937	2.11941	2.33837	0.43587	5.87034	0.789308	5.26306	1.31623	1.31623	3.57169	4.27446	0.989996	5.74848	12.9016
FBgn0000052	83.58238	99.4196004	54.69877	77.1834	51.75549	89.37349	58.238381	84.3296	79.6048	83.46802	97.83004	90.40738	86.72303	85.58107	85.75049	64.83185	52.90713	56.63515	56.63515	51.31029	76.35429	82.67679	77.80171	77.57237
FBgn0000053	183.442	152.27521	137.4259	145.58	94.80173	128.65376	102.46127	116.84833	96.1496	127.2383	144.8827	127.98079	103.91559	118.25543	80.53866	96.79372	77.77203	69.320906	69.320906	57.5937	77.788	73.53242	97.49461	75.54994
FBgn0000055	10760.456	6825.7556	6263.512	5871.043	7449.818	9320.154	6267.1204	8401.575	6477.898	12062.399	11272.671	9522.355	5662.828001	3404.514	2117.668	4047.881	2898.8805	4478.281	4478.281	3871.722	4555.804	4923.092	5692.109	3608.71942
FBgn0000056	149.166	94.83560001	103.792	98.25300001	107.1780001	149.574	97.6004	131.2350004	96.37800006	199.749	183.061	135.485	105.4540005	100.074	44.965	107.522	60.3545	127.612	127.612	115.512	141.274	120.807	155.379	73.74542041
FBgn0000057	18.43072	15.697	10.4265	19.19818	20.9036	24.5419	22.3406	24.3155	22.2665	22.28624	20.4814	16.8746	18.35078	12.5399	13.1931	12.6965	15.6243	16.48462	16.48462	18.82844	18.6161	16.71	17.0296	16.54756
FBgn0000061	0.269193	0	0.228429	0.111392	0.0792895	0.127808	0.0749023	0	0.0750498	0.201558	0	0	0.0664336	0.124731	0.178344	0.168348	0.144917	0.24528	0.24528	0.185107	0.0876121	0.211276	0.142834	0.850794
FBgn0000063	1.921130256	0.537329	0	2.581124	0.466002051	0.26827101	0.503106029	0.389681004	0.882169025	0.042307201	0.432695033	1.81036	2.45423	2.062174	2.99477	2.602579	0.121673002	0.82375	0.82375	0.427396083	1.250510132	0.354776	0.239848018	0.459212059
FBgn0000064	954.49091	921.202286	861.14519	729.8926415	890.6198502	973.13571	825.5702415	1011.916071	892.5152229	1144.34069	1070.039179	947.43592	699.72518	577.52447	505.0319337	586.28937	625.7813	679.331875	679.331875	625.9035739	583.57039	687.8952	750.7489	877.89898
FBgn0000071	0	0	0	0	0	0	0	0	0.181771106	0	0	0	0.402256687	0	0	0	0.043873619	16.79886	16.79886	0	0	0	0	0
FBgn0000075	0	0	0	0	0	0.132508	0.0776568	0.068742	0.151419	0.104485	0	0	0.344383	0.2847101	0	0.113218	0.075123	0.791793	0.791793	0	0.45417	0.266416	0.148087	0.315029
FBgn0000077	11.11403	12.70315	14.87209	14.15084	14.22753	12.48158	14.03499	14.21371	14.42018	12.56243	10.43406	13.886032	14.55803	12.92378	14.01848	17.01984	19.44509	19.7861	19.7861	19.547	16.97301	15.01335	13.38198	14.08915
FBgn0000078	126.796	97.9324	29.4212	35.8769	40.9146	33.0904	30.2819	36.1632	47.4568	36.1945	48.596	24.6189	48.4309	44.0036	21.4103	34.1131	16.5314	7.3046	7.3046	19.5362	10.8714	40.6666	82.1297	121.679
FBgn0000079	56.52761	59.082	1.6822	6.70311	4.61499	1.07637	2.46064	1.33911	11.282626	1.43882	13.7784	1.44938	21.50491	21.1656	1.539430022	11.5257	0.73276	0.78502	0.78502	6.29665	4.15551	18.8883	52.3542	61.08085
FBgn0000083	137.2489498	241.1785502	242.4813348	198.05212	175.8865245	170.48993	165.26731	162.6431352	184.3811222	154.46122	161.7591001	151.6280493	174.008068	218.4029	410.96262	290.8899023	333.70001	169.70087	169.70087	191.1849984	153.1978001	256.10857	186.98349	340.5948027
FBgn0000084	124.3913	133.1168	144.4742	126.4946	137.8031	144.9149	119.4166	134.3865	152.0536	132.6775	123.5947	127.0814	91.524	46.5048	102.1647	59.4486	103.6794	30.2775	30.2775	40.0115	32.4091	94.0548	77.7326	152.9231
FBgn0000092	0.79716	0.842299	0.901931	1.20951	1.09573	1.51392	0.739361	0.785381	0.740817	0.99479	0.763063	0.472978	1.31153	1.60058	1.76044	1.27402	2.21724	1.16216	1.16216	1.27904	0.691855	1.14703	1.26893	2.87938
FBgn0000094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0000097	5.05095	5.50343	6.532339872	7.283776	3.76542	5.680992002	5.56089	5.039941	5.993050003	4.820445	5.484349	7.088983003	7.480041	11.928806	11.30082232	9.39782	7.712917	7.10638903	7.10638903	6.036970004	8.098158126	6.535557	5.930324445	8.97407
FBgn0000100	2105.472	2154.459	1924.48	2496.113	2085.154	2120.952	2012.005	2265.768	2110.711	1943.982	2062.266	2104.592	1959.958	1304.9086	1681.359	1320.012	1493.88	960.0326323	960.0326323	1081.780032	1339.09	1326.377	1234.089	1503.1
FBgn0000108	0.352734	0.671467	0.569210059	0.510867	0.145584	0.48611	0.5718712	0.295751053	0.6788508	0.4229631	0.439441613	0.776716551	0.853857	1.539662	1.09961	0.794133413	1.092296	0.669119	0.669119	0.788994	3.1704	0.5827276	0.561987	0.60573
FBgn0000109	56.78677	49.8745	57.0887	50.2898	54.54693	60.1052	52.5352	54.8787	54.2521	58.2269	54.70409	61.4847	50.34453	52.6246	54.8756	56.1729	60.2648	62.4864	62.4864	63.9208	56.842217	60.7503	70.818	56.17845
FBgn0000114	33.12061	9.289169	16.904357	66.594748	13.555439	10.2189495	28.364366	30.716993	34.329153	10.118766	23.311166	43.949413	51.738477	74.0859116	54.145189	41.3325548	11.63504006	19.220296	19.220296	15.66849409	83.770451	9.122317	9.389958	27.3233865
FBgn0000115	43.9759	39.2379	37.0403	44.4823	41.6412	48.4085	41.5125	52.1517	49.4045	51.8295	48.3312	51.0246	47.4305	31.3191	37.983	34.2922	37.7029	23.7449	23.7449	28.1116	29.6852	42.6957	38.8895	53.536
FBgn0000116	178.83081	253.9165	194.57303	165.95508	186.42801	196.356705	158.6341786	197.83845	171.91164	169.42427	187.502735	204.2206467	218.08423	215.8116	234.61946	219.37926	272.3429	193.67933	193.67933	231.78152	230.85453	259.20982	227.03508	340.21068
FBgn0000117	66.96455878	52.02845004	53.60663862	82.701005	47.32045048	55.2629925	59.85841	69.52639697	69.33876559	53.76499189	66.07702789	69.80955	80.94338873	73.75945909	78.44018072	65.15078486	60.52315	79.54876001	79.54876001	56.74631275	81.69565381	67.33311419	52.36113741	71.45277062
FBgn0000119	5.86692	7.12115	7.34172	8.23589	4.89986	6.18808	6.24054	5.3961	4.78279	4.32335	5.82924	5.75028	6.17644	8.19835	8.29047	7.9651	8.46569	8.3502	8.3502	7.40477	7.25112	6.76126	6.69887	6.72297
FBgn0000120	2.449955763	2.81482	3.118446	1.737941	0.824713	4.486633	2.496827	0.862055	2.605982	0.589631	0.715798	0.622984	0.604621	2.675806	0.06734	0.5836784	0.1006401	2.61501	2.61501	0.90262358	250.3736	0.146724	0	5.570878
FBgn0000121	2.08594	1.65304	3.54015	1.19516	0.756191	4.7995	4.91116	0.632344	2.86303	1.08128	1.53594	1.14245	0.39599	2.19327	0	0.468285	0.172761	2.63166	2.63166	1.2137	324.095	0.25187	0.085139	6.30292
FBgn0000137	0	0	0	0.0401183	0.0571126	0	0	0.0477589	0	0	0.185607	0	0.0478525	0.0449221	0	0.0202103	0.0521921	0.777375	0.777375	0.1	0	0	0	0.0875473
FBgn0000139	13.47750213	13.86906675	17.29275	19.87122	16.52158	16.57286	20.4661357	18.98418	16.82877	13.26795	17.7181	17.59813	25.09539632	18.6659	23.72386	18.50963	19.76092	18.73217	18.73217	21.30428	22.48254355	20.39507	17.65692556	18.69532
FBgn0000140	2.11399	0.474659	0.388672	3.76152	0.601911	0.250922	0.843105	1.89183	2.45572	0.118714	1.4165	3.54337	5.23447	3.28139	4.22499	4.61247	0.293994	1.81063	1.81063	0.363415	3.94467	0.483923	0.0373896	0.922662
FBgn0000146	11.8609	1.116874739	4.47325	24.1994	3.00835	1.05588	7.33392	11.8885	10.51730672	1.75766	8.98822135	10.2629	16.674171	17.5368	22.9738	11.713921	2.28358	6.27421	6.27421	3.285060001	33.0804	2.17973758	1.09261	7.77256
FBgn0000147	4.08106	0.995111	1.06556	9.15823	0.924661	0.447144	1.747	2.86092	4.20105	0.411344	1.5025	5.72756	4.95832	4.40013	6.13547	5.30076	0.422499	2.40274	2.40274	0.917444	6.43682	1.17033	0.166571	1.70088
FBgn0000150	2797.588	2520.009	2412.212	2614.743	2615.609	2854.023	2355.598	2746.689	2674.955	2875.395	2795.375	2694.008	2426.157	802.4309	1656.831	1063.1048	1343.8299	585.9429	585.9429	771.1391	870.0173	1533.44	1461.391	2083.566
FBgn0000152	5.27996	4.83296	7.45368	6.8656	4.98733	4.70734	4.57191	4.96937	5.42605	4.34778	5.42804	4.94218	7.13529	7.6324	10.3272	7.64661	7.04931	6.8743	6.8743	6.4066	7.45288	7.99277	6.7517	9.46926
FBgn0000153	3.575163838	6.567354	8.63968	4.75199	6.69522	4.777772	5.0071	3.849102	3.63069	4.3511304	4.75965	5.79509	6.48618	5.5975466	9.72586	7.50252	10.356922	4.35698	4.35698	6.10761	7.49052	9.80278	7.0544	12.72188
FBgn0000157	0.448282	0.355249	0.745352	0.545201	0.388076	0.364902	0.611005	0.404853	0.374938	0.419564	0.35759	0.598452	0.73754	1.43668	1.18798	0.763167	0.663651	1.052626	1.052626	0.873394	1.06993	1.29006	0.71358	1.07948
FBgn0000158	1.11429	0.392462	0.315185	2.81781	0.948161	0.352698	1.2402	1.15882	1.933	0.139054	2.13326	2.86494	2.44439	1.88464	3.7732	3.17413	0.199955	0.992744	0.992744	0.723662	4.5131	0.194345	0.131388	0.950317
FBgn0000163	4.858950009	5.237097	4.825871001	5.624517636	3.887437069	4.6702699	5.184574	5.259495257	4.9194265	3.947934	4.739062099	5.821641177	6.647374	8.012442252	8.16438	6.48996749	6.052001015	6.354260298	6.354260298	5.56446673	7.66299	6.750771921	5.286036096	7.722472502
FBgn0000166	5.045353422	4.017376145	1.433932791	7.57240103	1.37601	0.354882291	1.308344186	2.330781955	5.747593475	0.453352421	2.340489694	5.113342	5.421346	5.950635	6.269360917	6.657696743	0.773238817	0.86223565	0.86223565	0.57934519	7.47961502	0.696639344	0.349290807	1.486103897
FBgn0000173	64.05196	55.13216	77.68415759	87.84596	58.53484	55.01466	64.5158	64.32304158	65.70242	58.34546	51.77242	89.11939	73.36010001	95.316801	81.093461	88.73819001	76.12269	68.34763	68.34763	71.83983	77.16979	69.45941872	55.33152	72.1063
FBgn0000179	0.0561954	0.1115279	0.10605485	0.10343262	0.02454187	0.05934076	0.06955286	0.06157048	0.0313341	0	0.07975787	0.11123356	0.1439391	0.2175052	0.11040493	0.10421721	0.15314403	0.13665857	0.13665857	0.10026453	0.1084717	0.09809152	0.13263197	0.1504789
FBgn0000180	1.764638	0.891298	0.9544	1.10372	0.911018	1.468488	0.469616	0.969582	1.2172	1.28951	1.143892	2.00198	1.214352	0.287892	0.512284	0.38135	0.41673	5.02198	5.02198	0.24173	0.960886	0.634462	0.1873062	0.222168
FBgn0000181	585.601	591.101	513.839	861.789	522.324	573.859	579.301	679.293	677.482	531.839	620.947	626.457	633.126	457.271	607.75	464.345	439.626	361.291	361.291	337.608	521.529	426.343	365.112	567.093
FBgn0000182	13.98558	2.3793396	2.362534	22.8682	3.328218	1.210399	4.999584	9.41563	10.65716	0.823937	7.3754625	17.05472	20.23717	18.300695	16.92083	15.59595	0.764302	2.81283	2.81283	2.01567	15.96305	1.6429295	0.189646	4.05887
FBgn0000183	16.153771	13.17502	13.42883	27.05511	10.9999	10.50836	15.276611	16.608538	16.951231	11.389014	14.09588	22.604034	23.416938	29.06312	31.314696	25.957955	18.274094	18.598776	18.598776	18.702938	32.845348	17.522248	14.018915	22.68027
FBgn0000206	0.0768643	0.0609125	0.195675	0.19084	0.0905602	0.218964	0.128324	0.227186	0.0857179	0.14388	0.147153	0.273635	0.0379385	0.089038	0.0509238	0.112162	0.0620686	0	0	0.0264275	6.00395	0.150817	0.0815689	0.242933
FBgn0000212	10.26845485	7.3041754	9.248634242	13.49059035	9.025184111	8.496316641	9.965022566	11.45495021	11.77970568	9.768812714	11.27993848	11.13017126	11.5280737	12.17690375	13.1229395	13.25499935	12.49146478	13.61794361	13.61794361	12.34549497	13.94360758	12.45693268	9.959876522	13.23172008
FBgn0000216	0	0	0	0	0	0	0	0	0.724355	0	0	0	0.320597	0	0	0	0	14.6776	14.6776	0	0	0	0	0
FBgn0000221	5.53276	3.01437	3.96136	6.43913	5.29636	3.03731	4.23357	4.25859	4.53113	3.75428	5.1306	4.00084	4.86431	4.44627	5.04011	3.74842	3.67658	2.96175	2.96175	3.44787	3.60141	3.18894	2.29351	4.52776
FBgn0000227	0	0	0	0	0	0	0	0	0	0	0	0	0.277777	0	0	0	0	0	0	0	0	0	0	0
FBgn0000228	9.347239527	6.606236736	7.516956502	13.44514822	5.576065229	5.098485575	7.484670852	7.775307786	8.534453701	5.1726205	7.309208	9.713947208	10.27758609	12.22962638	10.98167117	10.37528619	8.520525009	8.061585928	8.061585928	7.827075709	12.0536392	8.375075248	6.417737336	10.0599951
FBgn0000229	22.47617	22.18618	26.625878	24.11732	20.170528	21.706629	25.571284	19.04541	22.0267	21.39863	22.67652	22.292429	25.539932	44.818243	38.47827	46.262166	39.123065	45.53926	45.53926	50.8483504	40.76216886	36.36994	30.572751	33.35462
FBgn0000233	0.0790845	0	0.0671906	0	0	0	0	0.0779159	0	0	0.0757018	0	0.156258	0.293152	0.0523947	0	0	0.576475	0.576475	0	0.154434	0.620695	0.125976	0.428486
FBgn0000239	56.3039	64.1202	66.9703	85.2527	65.914	63.2196	79.2408	70.2226	74.4679	59.8674	60.4515	67.8293	68.159	82.0847	73.9713	81.4294	83.6863	89.2531	89.2531	84.96856	80.3167796	65.5039	57.4472603	62.3853
FBgn0000241	0.752658474	0.0814472	0.403073069	0.66475	0.83135	0.678140183	0.523567	0.747013	0.262299	0.9901693	0.900585205	0.66986323	0.467036002	0.367181	0.259242	0.54535	0.305536	0.719307	0.719307	0.661148	0.742644	0.605956002	0.314164	1.434226743
FBgn0000244	25.321572	32.650435	31.938286	28.07692	24.681927	29.52384176	28.128199	25.727235	26.296941	27.050152	25.50791	22.984593	32.846371	38.29331	41.776593	38.64921	38.832433	33.215077	33.215077	38.00015	30.623926	40.097874	30.58123	42.687659
FBgn0000246	6.773362508	0.500982562	1.379447832	14.732031	2.307160791	0.771812271	3.266776298	5.116171406	5.707650819	0.879070525	4.430618158	6.269376673	10.42191361	14.47838981	14.9583687	8.8962078	1.385621873	4.772759813	4.772759813	1.805810416	22.31851	1.169533805	0.670874002	6.82417612
FBgn0000247	9.21152	9.04183	9.03058	11.53632	9.10571	8.20028	8.38828	10.36452	8.7161	7.61558	8.21632	8.50872	9.215378	9.086034	8.6456	8.35502	10.02115	7.869490247	7.869490247	7.36172	8.7901794	9.70801	7.948020711	9.12649706
FBgn0000250	139.54269	83.12324699	73.07518	82.19226	77.689354	59.53990009	67.83788	58.61439878	85.68098	64.43561	60.209735	66.271141	83.33684	92.16925	101.838863	96.90448	83.398144	65.31792	65.31792	63.208748	65.14303	75.29677	69.48541	85.2284
FBgn0000251	7.57148	1.3528	4.91186	15.22607	5.99542	3.250407	8.14786	8.02148	6.419366	6.91028	6.5125	9.05575	9.50028	11.414066	12.5711	14.46885	4.31531	12.51493	12.51493	12.99862	12.07343	8.841977	0.538501	15.451679
FBgn0000253	126.902738	127.5807732	162.5780567	129.732675	85.46996297	151.084002	152.345415	107.2650519	152.389289	138.290125	121.3160845	185.713353	147.7232909	325.7149	153.11788	229.16551	164.1833405	107.3343	107.3343	133.86483	198.21163	155.0503621	172.9683451	212.752228
FBgn0000256	15.538801	14.129136	14.498618	12.836418	21.749941	16.1583203	18.54114749	25.337837	24.429741	19.252038	24.369065	17.995746	15.311415	16.0130423	18.86462335	16.6820251	18.922182	19.051532	19.051532	21.006558	23.25305	32.276734	29.65419	27.759249
FBgn0000257	5.97091	5.7964	6.71344	8.89395	5.821738	5.544248	7.65799	8.836776	6.61705	5.598474	8.14461	7.02667	8.59959	7.80869	8.900602	7.5771	7.07161	6.41981	6.41981	6.49235	7.96755	6.67793	5.70273	9.271744
FBgn0000259	36.21700447	28.548819	35.06909986	58.78804	31.59193003	31.801933	40.50452682	36.2492056	49.05323233	34.42472261	36.748262	49.1111862	53.32366	82.614828	58.93284	64.0086723	43.14483601	51.366355	51.366355	50.35119	78.9341806	40.72	39.23712804	47.86694
FBgn0000261	1434.86	1584.61	1651.99	1310.58	1312.11	1341.43	1243.87	1329.26	1274.96	1375.1	1357.91	1328.63	1493.37	1531.95	1664.64	1657.89	2020.58	1466.19	1466.19	1484.73	1069.44	1744.02	1741.41	1905.6
FBgn0000273	5.01684	4.276101	8.06618	7.47616	3.78496	5.01456	7.254134	4.115337	6.77253	4.468056	4.0145831	7.43137	7.88473	19.449151	10.371005	12.4426016	9.33237	6.526594	6.526594	8.260042	9.62489	8.54845	7.63559	11.937277
FBgn0000274	0.3770969	0.14941838	0.15999663	0.6241618	0.11107322	0.08952232	0.20985703	0.7430875	0.10513677	0	0	0.3356186	0.6514472	0.348596	0.7495105	0.156832	0	0.205651	0.205651	0.1944781	0.3681951	0.07399131	0	0.4256549
FBgn0000276	37.9812	1.22434	0	0	0	0.733528	0.859771	0	82.1522	1.56037	0	1.37501	3.05025	46.0022	0	0	0.831719	0.563092	0.563092	2.12477	4.02265	1.81886	0	1.39513
FBgn0000277	28.3074	0	0	0	0.816784	0.658295	0.77159	0	50.7443	0.675977	0	1.23399	0.684352	45.7671	0	0.289033	0.373207	1.51602	1.51602	0	0.902517	0	3.67844	0
FBgn0000278	2.87119	0	0	0	0	0	0	0	2.66825	0	0	0	0.472384	8.20395	0	0.598528	0.515224	0.348818	0.348818	0	0.622976	0.751151	0.50782	0.43212
FBgn0000279	1.15666	0	0	0	0	0.549166	0.643679	0	9.02926	0.866053	0	0	1.14181	15.8103	0	0	2.17937	0.843133	0.843133	0.397684	0.752902	0.907808	0.613729	0.522241
FBgn0000283	17.33161	14.6019	14.1584	24.61662	13.87902	13.11897	18.31486	19.80888	18.44875	15.34791	17.16986	21.22841	21.80816	29.71447	23.46836	24.38723	21.53647	24.69024	24.69024	21.82428	28.70759	20.54348	17.39559	19.72179
FBgn0000286	14.97814238	17.679106	19.547456	15.69945	15.03697	16.2545301	18.64634095	18.39951	18.329479	15.71123	16.407751	17.86870617	18.44615	22.680598	22.14495	22.254602	23.966134	19.20455	19.20455	24.23068	21.29537	24.259174	22.52008	28.129092
FBgn0000287	0.38399	0.309152001	0.97753	0.726382096	0.807876	0.390669	0.732648018	0.94579	0.703504	0.43127	0.580886	0.39057	0.320918	0.648146	0.258456	0.668657	0.826868	0.568734	0.568734	0.506708	0.785554	0.5381696	0.785879	0.587129
FBgn0000289	19.53394985	11.531837	13.854857	28.52339937	15.31529446	10.66413258	17.36053038	21.13837748	19.48496	12.11271	16.72417311	21.87173335	24.14121523	22.95140966	19.08356787	18.6758234	16.869842	17.35396483	17.35396483	14.99037427	22.78018552	15.59073701	14.3864107	18.19981938
FBgn0000299	163.2911	197.7792	182.1944	159.3279	142.6893	217.5792	155.2545	181.7022	201.3427	167.7319	210.3961	200.4634	190.9548	134.2838	179.55681	125.29181	184.07054	85.4934	85.4934	101.94036	136.01374	225.1439	178.95277	222.142
FBgn0000303	0	0.2194585	0.2293918	0.1722847	0.100277	0.242457	0.15788	0.1217714	0.305605	0.127454	0.256517	0	0.373861	0.405026	0.393895	0.238616	0.441366	0.41017	0.41017	0.167294	1.75238	0.268181	0.183907	0.449649
FBgn0000307	5.950400001	5.678027847	6.03103	9.82078	4.728270245	4.74271	5.72354	5.6672	5.714994376	4.354894071	4.692704	6.425341615	7.747582	12.93969	12.17753771	10.853179	8.847204389	7.236089	7.236089	7.26517914	10.52952	6.6007334	5.39610001	7.7690314
FBgn0000308	156.74387	201.066679	198.96832	239.613755	151.1784522	150.55754	144.945103	153.333856	186.772325	149.74155	187.97425	215.5979	213.88593	359.038738	383.9814	364.467202	274.148822	264.060264	264.060264	261.976025	281.92912	232.786057	187.34714	329.0485
FBgn0000316	27.8678	20.60752	21.57001	31.65214	22.3926	26.24096	28.94218	29.9833	31.923	27.19571	31.36365	28.53807	33.66794	43.51935	36.9258	40.1792	28.1843	41.0101	41.0101	40.7315	55.48831	33.03694	27.48283	31.334952
FBgn0000317	7.8186857	7.4982934	8.3150945	8.2396399	6.8076487	6.936849	8.58976651	8.747667938	8.038398	7.45449444	8.582352923	8.56631001	8.255737667	12.41873214	8.91503	11.25768	11.84106697	12.857384	12.857384	12.16695	11.641948	11.12026623	8.52238	10.66972002
FBgn0000318	133.6252	105.3372	111.5108	130.9376	122.5071	113.5919	113.73795	133.9085407	128.0657	132.78012	124.7318072	131.4991662	132.61283	89.604	113.9655153	97.48017	99.93986	81.75230096	81.75230096	101.787849	82.46800365	136.7654071	113.0357341	173.9723815
FBgn0000319	98.54679122	105.4669671	108.2386045	126.1546335	80.703749	78.440988	92.29959935	94.6114906	96.2133229	77.36553	90.629053	101.8426523	101.22301	136.553903	142.952893	128.296578	126.4537748	98.92528499	98.92528499	102.39315	107.8194102	115.8012	86.20915	116.574681
FBgn0000320	2.558601	0.260399	0.957283	4.29717	0.489913	0.749852077	1.439777	3.388709	2.473478	0.461313	1.965862	2.141890651	3.87663	2.1846233	4.27115	1.47136	0.425114028	1.441867	1.441867	0.2779758	4.68985	0.520526	0.566645	2.202921
FBgn0000326	28.5327	25.7372	25.2162	25.4637	28.9693	30.2776	29.4883	30.4429	26.3938	27.2709	28.9485	30.6599	23.5583	24.309	21.3425	23.408	27.2521	28.562	28.562	32.188	28.3297	28.7921	26.093	23.5094
