	HC18_FB_2_ZT10	HC18_FB_2_ZT12	HC18_FB_2_ZT14	HC18_FB_2_ZT16	HC18_FB_2_ZT18	HC18_FB_2_ZT2	HC18_FB_2_ZT20	HC18_FB_2_ZT22	HC18_FB_2_ZT24	HC18_FB_2_ZT4	HC18_FB_2_ZT6	HC18_FB_2_ZT8	HC18_FB_ZT10	HC18_FB_ZT12	HC18_FB_ZT14	HC18_FB_ZT16	HC18_FB_ZT18	HC18_FB_ZT2	HC18_FB_ZT20	HC18_FB_ZT22	HC18_FB_ZT24	HC18_FB_ZT4	HC18_FB_ZT6	HC18_FB_ZT8
FBgn0000116	1229.9997	2161.9996	1574.0006	2829.0002	2139.0002	2782.9974	1969.000583	2779.0041	2093.9995	3088.0033	1334.99951	1568.000364	3040.0029	6557.994	2444.9999	7301.996	6894.0068	3755.9947	3755.9947	4695.005	2462.9983	4508.004	2884.9986	5152.0089
FBgn0000117	904.9998223	886.9995007	854.0003064	2703.002	1085.99974	1576.000598	1453.9995	1909.996184	1686.00046	1941.001573	933.0007063	1059.9999	2216.998721	4302.999151	1600.996415	4224.000873	3039	2949.999031	2949.999031	2231.004886	1695.995154	2319.003003	1333.999888	2138.999534
FBgn0000119	158	242	233	536	224	351	302	295	231	311	164	174	337	953	337	1029	847	617	617	580	300	464	340	401
FBgn0000120	21.00003595	19	21.99995	26	8	56.99995	27.00003	13	28.99995	12	6	6	7	68	1	16.99995	3.000005	64.00004	64.00004	17.0000033	2274.995	2	0	69.99997
FBgn0000121	13	13	26	18	8	63	55	8	32	18	10	8	5	59	0	14	4	45	45	22	3103	4	1	87
FBgn0000137	0	0	0	1	1	0	0	1	0	0	2	0	1	2	0	1	2	22	22	3	0	0	0	2
FBgn0000139	82.00001055	103.99998	117.0001	299.0004	153	198	222.000207	228.0003	184.0005	205.0005	106	120	306.999763	504	218	541	414.9996	305.9998	305.9998	358.0004	222.0004772	302.9998	189.9998239	240.0004
FBgn0000140	60	17	13	258	29	15	43	109	125	9	42	113	301	402	181	628	31	141	141	30	172	35	2	58
FBgn0000146	144	16.99998	64	710	62	27	160	293	229.0001454	57	114.000143	140	410.0002	919	421	682.0005	103	209	209	116	617	67.0000036	25	209
FBgn0000147	26	8	8	141	10	6	20	37	48	7	10	41	64	121	59	162	10	42	42	17	63	19	2	24
FBgn0000150	5374.995	6088.998	5518.001	12149	8533	11502	8118	10655	9114	14574	5607.992	5790	9362	6574.002	4942.003	9847	9724.997	3001.004	3001.004	4213.998	2478.995	7415.003	5317.999	8781.999
FBgn0000152	58	66.993	96.4894	182.256	93	108.912	90.2471	110.814	106.897	127.573	62.291	61	158.801	361.891	171.232	402.943	287.686	207.189	207.189	204.689	125.774	223.737	139.779	230.383
FBgn0000153	32.00001304	73	87.0001	98.9999	96	88	76	67.9999	56.0001	103.999946	43.0001	56.9999	112.9999	216.00036	128.9999	314.0004	343.0002	107	107	159	103	221.0004	119	246.0002
FBgn0000157	6	6	11	14	8	9	12	11	9	15	5	9	20	83	24	49	33	38.00003	38.00003	34	22	44	18	32
FBgn0000158	9	4	3	55	13	6	18	19	28	3	18	26	40	65.7038	46	122.983	6	22	22	17	56	4	2	17
FBgn0000163	149.0004204	203.00007	174.99982	418.0003727	201.1286997	303.00044	288.00021	327.9995247	268.99975	327	150.9997397	200.9995626	411.00183	1065.222458	376.99965	962.4477066	691.3454027	541.0117387	541.0117387	503.5340605	362.0004	530.1666025	306.1012977	527.9999802
FBgn0000166	54.00003639	42.00006113	11.99999483	195.0005255	25	8.000000399	24.99999101	43.99997764	107.9999491	12.99997211	25.99995276	58.99995	110.99996	216.9998	85.00001723	277.9996289	27.99999882	22.00001534	22.00001534	17.99999124	82.9999394	19.00001518	6.999996993	34.99996378
FBgn0000173	294.0002	393.9999	456.9992539	966.0003	460.9995	593.9995	583	635.0004296	597.9998	761.0005	258.0002	479	791.0003001	2769.9978	740.00061	2760.0047	1652.9953	1273.0002	1273.0002	1474.0021	814.9997	1006.000319	678.99974	944.0002001
FBgn0000179	1	3	2.999999	5.999999	0.9999997	2.999998	3.000003	3.000002	1	0	1.999998	2.999996	6.999998	22.00004	4.000005	12.000018	13.000003	9.000003	9.000003	7.000004	4	6.000003	6.000004	8.000001
FBgn0000180	25.1034	16	16	37.9442	22	44	12.0049	28	31.0544	49	17	32	35	17.67772	11	26.0244	22.0246	196.0178	196.0178	10.0018	21	23	5.02182	7
FBgn0000181	2537	3173	2606	8935	3800	5191	4477	5884	5201	6081	2761	3011	5688	9583	4164	10528	7514	4877	4877	4892	4064	4966	3242	5568
FBgn0000182	238.0002	51.0435113	47.00002	957.5	91.1333	43	151.0894	329.5	330.5	38.5	132.319887	330	702.5	1363.3481	438	1282	49.5	133.5	133.5	101	425	70.5	6	155
FBgn0000183	299.9994	304.9992	293.9994	1217.0007	351.9998	411.0001	510.0007	621.0005	558.0005	561.9994	272.999	467.0006	886.9994	2385.9997	895.9997	2362.9994	1282.0002	966.0008	966.0008	1030.0001	959	841.0001	494.0006	931.9996
FBgn0000206	1	1	3	6	2	6	3	6	2	5	2	4	1	5	1	7	3	0	0	1	120	5	2	7
FBgn0000212	244.0006217	220.0001	258.9998792	773.9990033	364.0004349	425.9992351	426.000492	552.0005102	501.9993773	622.9993439	280.0000381	297.9991313	558.0002546	1253.999071	473.99993	1515.99992	1106.000443	895.9999686	895.9999686	857.998832	509.0004032	756.0006889	446.0005681	699.0005454
FBgn0000216	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	62	62	0	0	0	0	0
FBgn0000221	32	22	27	90	52	37	44	50	47	58	31	26	57	111	44	104	79	47	47	58	32	47	25	58
FBgn0000227	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
FBgn0000228	177.0000816	163.9996404	164.9999807	635.0000112	184.000079	207.000077	258.9996473	292.9998971	301.0004111	263.999841	139.99999	192.0000322	401.0002484	1042.999238	324.000184	950.99988	594.9995478	422.9999637	422.9999637	443.9998099	359.9999982	399.0004574	224.0002627	415.00012
FBgn0000229	140.0003	175.0004	195.99979	363.0003	213.00047	283.00016	285.99981	242.0001	244	355.9999	147.00035	156.99956	321.00005	1201.0004	361.0004	1376.0033	909.0002	785.0002	785.0002	919.9999078	392.0004804	572.99967	357.99949	457.9998
FBgn0000233	1	0	1.00122	0	0	0	0	2	0	0	1	0	4.00308	16	1	0	0	20	20	0	3	20	3.00211	12
FBgn0000239	735	1066	1041	2683	1471	1741.002	1870	1873.995	1747.997	2090	819	995	1827.003	4693	1479.002	5168	4103	3268.001	3268.001	3320.002	1663.999238	2215.997	1460.00097	1837.001
FBgn0000241	8.00056046	1.20645	5.575810968	17.0748	15	16.76630409	10	16.1181	5	31.0429911	10.00000251	8.000041478	10.05740004	18.6043	4.59328	30.709	12.96201	23.167	23.167	22.5726	13.3926	18.12580005	6.95025	37.28799416
FBgn0000244	327.99993	534.00025	492.99982	881	548.0001	814.0000124	665.0004	690.00042	617.9995	942.0003	346.00015	337.9996	869.0002	2182	823.99975	2436.005	1880.0026	1207.9991	1207.9991	1464.9964	624.00041	1343.0013	765.0005	1233.9989
FBgn0000246	74.99996386	6.999999528	18.00003015	395.9993	43.99996673	18.00004185	65.00003095	116.0000588	115.0000163	25.99999486	51.99996787	77.99999113	236.0000202	696.999956	253.000041	475.00027	56.99999312	146.0000144	146.0000144	58.99999478	381.9993	32.99996302	13.999995	167.9997179
FBgn0000247	275.76	350.7618	328.7618	863.118	475.69	529.269	463.397	647.607	484.0457	619.304	260.671	292.5391	587.8068	1227.941	401.433	1263.5673	1139.406	681.5050195	681.5050195	675.817	426.163993	770.225	472.7920384	637.9998738
FBgn0000250	1187.9993	905.0000023	740.9993	1695.0027	1127.0006	1081.000481	1048.9997	1022.00044	1309.0028	1474.0002	541.99992	638.0003088	1449.9957	3479.997	1333.99933	4010.001	2681.9989	1567.9999	1567.9999	1598.001	873.9997	1662.9983	1138.0006	1643.0033
FBgn0000251	79.4012	17	59.6439	381.431	105.3522	70.71629	150.8069	170.1612	117.18846	190.8169	68.7532	103.3292	200.6811	508.0739	194.9623	729.206	168.6555	366.9033	366.9033	401.4993	191.7126	241.16261	10.1068	349.211
FBgn0000253	834.0001	1068.000273	1259.998812	2034.99911	965.9992301	2084.9972	1792.002305	1411.000252	1779.00031	2421.9976	847.9992933	1363.0035	1995.998923	9663.999	1573.9994	7516.9935	4152.996011	2048.0048	2048.0048	2745.0001	2194.005	2702.000003	2228.004901	3203.9978
FBgn0000256	215.00037	245.99993	230.00046	446.00016	491.0004	452.99957	447.0002929	699.00011	589.99981	694.99972	338.9995	273.99965	433.99964	964.00049	392.999739	1115.00018	945.99966	702.99992	702.99992	823.9999	492.9996	1107.99948	750.00017	826.0004
FBgn0000257	81	98	106	293	133	157	186.9999	240.9998	159.9996	202.0004	114	107	236.0002	456	180.9996	491.9998	356.0004	238.0002	238.0002	253	166	230.0002	144	275.9996
FBgn0000259	288.0000641	294.99997	341.9999952	943	412.9998302	520.0002	573.0003024	575.000332	647.0003023	716.0004254	289.99983	414.000352	747.0010001	2939.99608	675.00017	2510.000793	1461.99682	1199.99939	1199.99939	1272.9995	944.9996433	927.99968	640.9999804	916.99949
FBgn0000261	11901	16585	16147	26269	18474	23434	18539	22381	18965	30465	11766	12382	25095	54845	20840	65964	62262	33366	33366	35817	13627	36861	27221	35006
FBgn0000273	114	121.0001	216	399	146	240	293.0003	188.0001	276	273.0004	95.00001	183.9996	363	1907.00029	352.9997	1354.995	786.0001	405.99996	405.99996	544.0002	336	495	327	600.9999
FBgn0000274	2.000004	1.0000003	1.0000001	7.999998	0.9999997	0.9999997	1.9999962	7.999995	0.9999997	0	0	2.0000045	7.000003	8	5.999997	4	0	3	3	3.000004	3.000004	0.9999999	0	5.000002
FBgn0000276	24.5837	1	0	0	0	1	1	0	95.3633	2.69773	0	1	4	128.522	0	0	2	1	1	4	4	3	0	2
FBgn0000277	20.4163	0	0	0	1	1	1	0	65.6367	1.30227	0	1	1	142.478	0	1	1	3	3	0	1	0	5	0
FBgn0000278	3	0	0	0	0	0	0	0	5	0	0	0	1	37	0	3	2	1	1	0	1	2	1	1
FBgn0000279	1	0	0	0	0	1	1	0	14	2	0	0	2	59	0	0	7	2	2	1	1	2	1	1
FBgn0000283	314.9996	334.0002	302	1080	429	503	599	730	601	745	327	432.9995	803	2326.998	642.0001	2123.996	1451.004	1230	1230	1150.999	800	950	594.0003	791.9998
FBgn0000286	250.9998933	378.0002001	392.0004	637.9998	425.0001	578.0004035	560.0002275	629.9998	551.9997	702.0002	285.999928	337.0004083	630.0004	1660.9999	562.999	1806.9974	1490.0001	897	897	1190.9997	560.9999	1043.0004	714.0006	1051.6358
FBgn0000287	7	9.000000014	24.00001	37.00000452	30.00001	17	29.00001064	42.00001	27.00001	25.00001	14	9	15	60	9	74	68	36.00000001	36.00000001	34	26.00001	31.00001	29	30
FBgn0000289	346.0001252	281.0003	323.0001	1253.000451	512.9998297	441.9998342	602.0005067	797.9792961	664.0009	643.99983	332.0000056	455.9998871	910.0003061	1949.000773	556.9997259	1744.000569	1264.0004	955.0001315	955.0001315	899.9990537	687.0006653	800.0001703	544.000205	778.9664261
FBgn0000299	4332	6621	5728	10243	6457	12235	7474.002	9826	9633	11967	5842	6007	10387	15751.029	7338.997	16336.968	18499.97	6365.999	6365.999	8059.994	5685.0045	15498.002	9143.994	13276.992
FBgn0000303	0	4.36087	4.28072	6.05283	3	9	5	4.000003	8.65156	6	4.72285	0	13.3493	30.811	10.4782	20.1735	28.8986	19.8339	19.8339	8.5754	47.4461	12.0441	6.10847	15.08619
FBgn0000307	169.9747	207.7859639	201.4739	684.8352	228.9870123	286.175	291.479	325.843	291.9812314	331.807344	136.2915	203.2093535	452.3217	1597.17	517.3450128	1479.7937	943.7057661	561.2307	561.2307	604.167818	467.196	480.72704	291.6100006	486.9213
FBgn0000308	680.9996	1072.00015	1032.00055	2485.00216	1116.999172	1353.9997	1111.00049	1341.0003	1435.99867	1749.001	831.0001	1055.9992	1870.0045	7218.9983	2607.004	7903.0047	4555.9983	3257.9963	3257.9963	3501.00222	1998.9993	2678.0013	1579.00058	3254.0044
FBgn0000316	243	229.0001	220	671	331	483	458.0001	531	501	635	283	277	590	1649.995	488	1678	912	986	986	1038	751.0003	738	457.0001	613.00045
FBgn0000317	256.00001	305.999682	320.99963	645.99964	376.9992	478.9999	504.000448	578.9994653	470.99974	650.999887	293.9998731	311.9995004	546.0005755	1756.00193	444.0003	1767.002	1438.999824	1155.0003	1155.0003	1163.999	583.99982	926.0003122	526	775.0000017
FBgn0000318	273	267.9997	270	651	424.9993	484.9998	420.0002	557.000829	472	723.9996	269.0000165	293.9998102	546.9995	799	353.999584	956.0001	755.9997	469.0000058	469.0000058	612.999625	270.0002123	700.00004	431.9994213	773.0003962
FBgn0000319	2504.998346	3389.004232	3244.00069	7749.99533	3467.9967	4191.9984	4207.00288	4869.99973	4384.99838	5235.9953	2402.9981	2910.000049	5211.999	15008.9681	5496.99936	15674.02	11948.00104	6915.002173	6915.002173	7587.008	4218.99742	7505.9953	4123.996	6564.996
FBgn0000320	35	4	16.00002	144	12	21.00000199	36	93	60.99998	16	27.00003	34.00003258	107	128.00002	88	97	21.00000128	55	55	11	101	18.00002	13	67
FBgn0000326	217	247	226	468	374	485	403	470	360	554	230	262	363	798	245	854	770	596	596	712	331	558	374	396
FBgn0000330	94.00003	95	91	212.0002	166.0002	193.9996	158.0004	183.9996	161.0003	259.0005	90	104	226.9995	397	136	446	316.0002	205.0002	205.0002	252	150.9997	278.0001	172.0002	186.0001
FBgn0000337	1	4	3	8	2	2	5	4	2	7	4	2	9	8	8	18	14	20	20	14	9	13	3	6
FBgn0000339	280.9993	361	348.9995	619.0001	465.9995	524	503.9997	578.9999	499	717.9998	245.9996	305.0005	537.0002	1915.001	541.0001	2250	1498	1317	1317	1552.999	628.0006	865.9998	598.0003	709.9996
FBgn0000346	34	21	15	138	15	31.99998481	55	74	81	33	31	44	77	303	118	184	122	98	98	73	259	49	18	54.00002
FBgn0000351	31	7	3	119	12	4	21	35	39	6	18	32.00000004	92.99998078	144.000217	45	146.9996	9	20.0000247	20.0000247	14	68	13	3	21
FBgn0000352	74.00002	56	57	290.000225	82	82	103	148.0004103	119	97	61	103	187.0001	409	139	447	218.0000094	182	182	150	161	136.0005	64	105
FBgn0000355	5308	11	6	223	2	8	11	8	7	1	73	2	10723	26	6	4	8	5	5	19	18	20	0	4
FBgn0000356	52	1746	0	1	0	1	0	1	771	0	5	0	297	14	1	0	4	1	1	7	12	18	0	2
FBgn0000357	129	747	1	2	1	4	0	3	107	2	8	1	539	28	0	2	13	0	0	2	39	45	2	3
FBgn0000358	34	8904	2	2	1	0	2	2	5080	0	72	7	1332	33	2	0	10	0	0	22	26	30	0	1
FBgn0000359	2	2315	3	14	2	155	2	3	5909	0	445	8	694	57	8	0	13	3	3	26	46	21	2	2
FBgn0000360	6	4669.002	1	18	3	193.0001	3	1	11011	3	784	8	917	91	7	0	21.00000004	5	5	37	72	26	4	11
FBgn0000370	2993.895867	4844.267639	4186.9819	8319.3552	5182.145002	6650.6103	5794.6627	6084.2318	6022.305	7916.4127	3085.794267	3635.138702	7059.7361	21528.802	6434.798	21795.428	16241.1422	12510.127	12510.127	13780.5893	6543.9399	9876.5945	6652.7727	8349.2062
FBgn0000376	92.00000313	77.00000279	70	437	91	108.000016	152	194.9996	188.0000861	123.99968	65	116	309	544	181.9999	530	222.000001	162	162	146	216.9998	160	112.0000021	165.0001
FBgn0000377	188	142	164	515	290	353	332	410	380	447	188	202	344	531	224	592	482	355	355	385	247	352	218	346
FBgn0000382	425.9997	675.99989	570.0003	1183.00018	477.0007	860.0004	662.0003	703.00016	638.9996	920.0001	384.0004	473.99996	978.0001	3625.9982	1014	3227.9996	2184.0027	1608.001	1608.001	1661	930.0000011	1321.9997	750	1156.0006
FBgn0000384	136	151	188	464	236.9998	269.0003	268.9995	292	285.9995	330	145	160	414	1684	539	1818	1012	743.9995	743.9995	974	536	588	336	515
FBgn0000392	200.62993	48.6367	52.58153	649.369	81.7289	71.0921	164.49393	332.7916	267.1367	96.7615	137.02493	240.4089	462.0657	965.663	308.5326	815.495	124.044	142.1637	142.1637	140.38593	357.5283	102.1918	47.4682	179.3307
FBgn0000394	135	204.0005	210.9999	439.9999	309.9995	374.9996	319.9998	343.0005	331.9999	446.9993	197.0003	201.9997	424.0003	832.9997	298.9996	836.9996	736.999	514.0005	514.0005	557.9997	271.9997	611.0003	389.9999	556.9993
FBgn0000395	97	223	172	259	141	248	172	168	154	246	83	138	211	825	236	682	462	303	303	305	161	366	228	348
FBgn0000404	630	166.0003	193.9996	3457	263.9997	123.0003	681	1181	1004	140	443.9996	933	1985.998	5640	1995.997	5102	293	1498	1498	520.0003	2513	278.9995	25.99995	812
FBgn0000405	1162.0034	255.0003	259.9996017	5689.998	422.9996	204.9996	968.0000004	1806.004126	1605.9984	224.0000005	774.9995	1644.9957	3395.9959	7195.001	2651.0038	7181.0023	431.0004094	1252.99621	1252.99621	622.00025	2839.003855	410.9997352	30	1059.9962
FBgn0000406	12304	17248.04	13011	28479	21809.98	31897	25921	28961	22143.96	33634	12871	12696	23052.04	49288	11775	55572	52773	51256	51256	47996	20142.99	35644	30565	25185
FBgn0000411	2	4	5	4	1	9	5	3	3	2	2	0	9	7	12	18	28.99998	58.00004	58.00004	4	6.000000465	11	15.99996	12
FBgn0000412	291	208.00051	215.9996	1031	348.9998	479	415	763.0003206	523	599	327	425	761.0000022	1379.995	533	1266	619.0003	751	751	614	640	476	317.9995491	603.0002
FBgn0000414	167	230.0004	252	675	244.0004	308	430	415.9996006	309.9999	392.0002	158	205.9996	459.9998	1256.0003	378.0001	1101.0001	860.0003	745.0001	745.0001	726.9997	446.9995	530.0004	344.9999	535
FBgn0000416	9078.001	12630.99	12493	24907.05	15662.993	19509.05	18943	18680.035	17167.97	21929.02	9032.999	10542.003	19190.96	53231	15572.98	55533	46601	34566	34566	36110	14769	28956.97	18964.04	22294.05
FBgn0000422	194.9998	240.9998	199.99996	319.0004	277.0003	429	273.9999	369	468.0005	469	194.9998583	225.0002	432.0002	1256.9994	392	1192	1223	736.0007	736.0007	903	509	1150.9998	613	933.9993382
FBgn0000426	46	29	34	160	64	59	72	117	83	75	40	58	137	260	82	229	106	116	116	114	136	74	62	98
FBgn0000427	211.9999837	10.999993	5.000001	337.0002	10.99999662	18.999953	24.00003	80.99991765	525.9993975	3	727.9999029	5421.002	2433.996914	9048.995	58.99997339	82.999978	39.00005241	29.000066	29.000066	20.000012	134.999994	44.00000004	6.000001	12.00000541
FBgn0000439	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	9	9	0	12	1	1	0
